# #Data,#Feat,Runtime
128,19,0.001640
140,19,0.001749
171,19,0.002046
202,19,0.002269
233,19,0.002512
263,19,0.002817
294,19,0.003111
325,19,0.003380
356,19,0.003719
387,19,0.004036
418,19,0.004274
449,19,0.004608
480,19,0.004813
511,19,0.005094
542,19,0.005418
573,19,0.005722
604,19,0.006075
635,19,0.006296
666,19,0.006568
697,19,0.006743
728,19,0.007115
759,19,0.007294
789,19,0.007511
820,19,0.007856
851,19,0.008073
882,19,0.008459
913,19,0.008929
944,19,0.008943
975,19,0.009210
1006,19,0.009468
1037,19,0.009807
1068,19,0.010037
1099,19,0.010523
1130,19,0.010625
1161,19,0.010883
1192,19,0.011134
1223,19,0.011468
1254,19,0.011709
1285,19,0.011914
1315,19,0.012159
1346,19,0.012401
1377,19,0.012708
1408,19,0.012803
1439,19,0.013232
1470,19,0.013582
1501,19,0.013767
1532,19,0.014088
