# #Data,#Feat,Runtime
128,5,0.000908
144,5,0.000952
239,5,0.001142
335,5,0.001399
430,5,0.001655
526,5,0.001865
621,5,0.002108
717,5,0.002358
812,5,0.002567
908,5,0.002932
1003,5,0.003156
1099,5,0.003437
1194,5,0.003697
1290,5,0.003980
1386,5,0.004247
1481,5,0.004417
1577,5,0.004758
1672,5,0.004917
1768,5,0.005334
1863,5,0.005476
1959,5,0.005850
2054,5,0.006084
2150,5,0.006323
2245,5,0.006499
2341,5,0.006874
2436,5,0.007210
2532,5,0.007508
2627,5,0.007808
2723,5,0.008057
2818,5,0.008440
2914,5,0.008746
3009,5,0.008976
3105,5,0.009222
3200,5,0.009429
3296,5,0.009633
3391,5,0.009827
3487,5,0.010073
3582,5,0.010445
3678,5,0.010854
3774,5,0.011164
3869,5,0.011510
3965,5,0.011873
4060,5,0.011896
4156,5,0.012294
4251,5,0.012606
4347,5,0.012703
4442,5,0.013163
4538,5,0.013367
4633,5,0.013645
4729,5,0.013856
