# #Data,#Feat,Runtime
128,40,0.001749
277,40,0.003122
461,40,0.005183
645,40,0.007095
830,40,0.008996
1014,40,0.011299
1198,40,0.013459
1382,40,0.015832
1567,40,0.017705
1751,40,0.020045
1935,40,0.022126
2119,40,0.024380
2303,40,0.026589
2488,40,0.028836
2672,40,0.031859
2856,40,0.033990
3040,40,0.036619
3225,40,0.038518
3409,40,0.041999
3593,40,0.043788
3777,40,0.045918
3962,40,0.048186
4146,40,0.050092
4330,40,0.052880
4514,40,0.055531
4699,40,0.057743
4883,40,0.061108
5067,40,0.062845
5251,40,0.065440
5436,40,0.067443
5620,40,0.070510
5804,40,0.072655
5988,40,0.075790
6173,40,0.078458
6357,40,0.081565
6541,40,0.083864
6725,40,0.086866
6909,40,0.089213
7094,40,0.091001
7278,40,0.093355
7462,40,0.097213
7646,40,0.099210
7831,40,0.101560
8015,40,0.104499
8199,40,0.106693
8383,40,0.109472
8568,40,0.112386
8752,40,0.113845
8936,40,0.118459
9120,40,0.122294
