# #Data,#Feat,Runtime
128,5,0.001019
141,5,0.001087
155,5,0.001118
168,5,0.001203
181,5,0.001210
195,5,0.001301
208,5,0.001316
222,5,0.001393
235,5,0.001426
248,5,0.001468
262,5,0.001533
275,5,0.001547
289,5,0.001598
302,5,0.001626
315,5,0.001723
329,5,0.001797
342,5,0.001830
356,5,0.001882
369,5,0.001953
382,5,0.001998
396,5,0.002045
409,5,0.002109
423,5,0.002178
436,5,0.002232
449,5,0.002295
463,5,0.002373
476,5,0.002390
490,5,0.002472
503,5,0.002535
516,5,0.002671
530,5,0.002648
543,5,0.002720
557,5,0.002795
570,5,0.002868
583,5,0.003017
597,5,0.003019
610,5,0.003053
624,5,0.003147
637,5,0.003238
650,5,0.003266
664,5,0.003368
