# #Data,#Feat,Runtime
128,5,0.001171
129,5,0.001193
181,5,0.001451
233,5,0.001770
284,5,0.002067
336,5,0.002363
387,5,0.002770
439,5,0.003080
490,5,0.003747
542,5,0.003935
593,5,0.004633
645,5,0.004959
697,5,0.005287
748,5,0.005927
800,5,0.006327
851,5,0.006755
903,5,0.007608
954,5,0.008031
1006,5,0.008010
1057,5,0.008959
1109,5,0.009229
1161,5,0.009916
1212,5,0.010020
1264,5,0.010518
1315,5,0.011919
1367,5,0.011473
1418,5,0.012771
1470,5,0.012967
1522,5,0.014092
1573,5,0.013864
1625,5,0.015048
1676,5,0.015329
1728,5,0.015215
1779,5,0.016404
1831,5,0.017969
1882,5,0.017551
1934,5,0.019123
1986,5,0.019240
2037,5,0.020313
2089,5,0.019943
2140,5,0.021223
2192,5,0.021616
2243,5,0.021594
2295,5,0.022531
2346,5,0.023328
2398,5,0.024242
2450,5,0.026231
2501,5,0.026272
2553,5,0.025883
