# #Data,#Feat,Runtime
128,10,0.001257
141,10,0.001366
155,10,0.001497
168,10,0.001581
181,10,0.001670
195,10,0.001779
208,10,0.001867
222,10,0.001989
235,10,0.002087
248,10,0.002193
262,10,0.002380
275,10,0.002459
289,10,0.002495
302,10,0.002594
315,10,0.002700
329,10,0.002797
342,10,0.002986
356,10,0.003062
369,10,0.003162
382,10,0.003234
396,10,0.003463
409,10,0.003573
423,10,0.003731
436,10,0.003862
449,10,0.003908
463,10,0.004042
476,10,0.004095
490,10,0.004319
503,10,0.004415
516,10,0.004408
530,10,0.004646
543,10,0.004751
557,10,0.004948
570,10,0.005032
583,10,0.005047
597,10,0.005112
610,10,0.005272
624,10,0.005386
637,10,0.005589
650,10,0.005732
664,10,0.005652
