# #Data,#Feat,Runtime
128,38,0.000945
191,38,0.001181
318,38,0.001656
444,38,0.002145
571,38,0.002833
698,38,0.003183
825,38,0.003651
952,38,0.004286
1079,38,0.004679
1205,38,0.005594
1332,38,0.006172
1459,38,0.006972
1586,38,0.007967
1713,38,0.008861
1840,38,0.009500
1967,38,0.010287
2093,38,0.010859
2220,38,0.011561
2347,38,0.012625
2474,38,0.013344
2601,38,0.014482
2728,38,0.015330
2854,38,0.015462
2981,38,0.016167
3108,38,0.016709
3235,38,0.017826
3362,38,0.018814
3489,38,0.019471
3615,38,0.020700
3742,38,0.021567
3869,38,0.022979
3996,38,0.023404
4123,38,0.023873
4250,38,0.024932
4376,38,0.025799
4503,38,0.029113
4630,38,0.030981
4757,38,0.031949
4884,38,0.033066
5011,38,0.034204
5138,38,0.036176
5264,38,0.037403
5391,38,0.038423
5518,38,0.039980
5645,38,0.041533
5772,38,0.042531
5899,38,0.043018
6025,38,0.044048
6152,38,0.045520
6279,38,0.047004
