# #Data,#Feat,Runtime
128,14,0.001303
201,14,0.001805
334,14,0.002807
468,14,0.003936
601,14,0.005030
735,14,0.006561
868,14,0.007672
1001,14,0.008969
1135,14,0.010976
1268,14,0.012226
1402,14,0.014443
1535,14,0.015311
1669,14,0.016841
1802,14,0.018756
1936,14,0.019906
2069,14,0.021851
2203,14,0.023126
2336,14,0.024180
2470,14,0.025977
2603,14,0.028331
2736,14,0.030765
2870,14,0.032100
3003,14,0.034042
3137,14,0.036121
3270,14,0.037382
3404,14,0.040196
3537,14,0.040618
3671,14,0.040768
3804,14,0.044538
3938,14,0.046744
4071,14,0.047042
4204,14,0.049506
4338,14,0.050791
4471,14,0.053403
4605,14,0.053883
4738,14,0.056322
4872,14,0.058526
5005,14,0.060566
5139,14,0.061404
5272,14,0.063792
5406,14,0.067306
5539,14,0.067200
5673,14,0.070201
5806,14,0.071501
5939,14,0.073224
6073,14,0.076275
6206,14,0.079228
6340,14,0.081617
6473,14,0.082434
6607,14,0.085624
