# #Data,#Feat,Runtime
128,6,0.000866
148,6,0.000864
175,6,0.000860
201,6,0.000928
228,6,0.000951
255,6,0.000992
282,6,0.001037
309,6,0.001073
335,6,0.001139
362,6,0.001169
389,6,0.001228
416,6,0.001263
443,6,0.001288
469,6,0.001330
496,6,0.001357
523,6,0.001428
550,6,0.001458
577,6,0.001504
603,6,0.001586
630,6,0.001675
657,6,0.001728
684,6,0.001794
711,6,0.001955
738,6,0.001999
764,6,0.002024
791,6,0.002073
818,6,0.002188
845,6,0.002227
871,6,0.002315
898,6,0.002424
925,6,0.002519
952,6,0.002592
979,6,0.002651
1005,6,0.002685
1032,6,0.002752
1059,6,0.002996
1086,6,0.002942
1113,6,0.003055
1139,6,0.003099
1166,6,0.003235
1193,6,0.003381
1220,6,0.003476
1247,6,0.003533
1273,6,0.003652
1300,6,0.003798
1327,6,0.003880
