# #Data,#Feat,Runtime
128,21,0.001344
156,21,0.001577
184,21,0.001790
212,21,0.001970
241,21,0.002167
269,21,0.002484
297,21,0.002673
325,21,0.002833
354,21,0.003048
382,21,0.003481
410,21,0.003520
439,21,0.003988
467,21,0.003936
495,21,0.004344
523,21,0.004703
552,21,0.004956
580,21,0.005277
608,21,0.005467
636,21,0.005708
665,21,0.006102
693,21,0.006288
721,21,0.006694
749,21,0.007106
778,21,0.007415
806,21,0.007577
834,21,0.007866
862,21,0.008384
891,21,0.008386
919,21,0.008742
947,21,0.008983
975,21,0.009543
1004,21,0.009589
1032,21,0.009686
1060,21,0.010242
1089,21,0.010689
1117,21,0.010807
1145,21,0.011419
1173,21,0.011715
1202,21,0.012248
1230,21,0.012647
1258,21,0.013125
1286,21,0.013414
1315,21,0.013156
1343,21,0.013898
1371,21,0.014301
1399,21,0.014567
