# #Data,#Feat,Runtime
128,37,0.001969
137,37,0.002036
158,37,0.002237
178,37,0.002523
199,37,0.002980
220,37,0.003259
241,37,0.003517
262,37,0.003593
283,37,0.003880
304,37,0.004032
325,37,0.004435
346,37,0.004753
367,37,0.005290
388,37,0.005274
409,37,0.005682
430,37,0.006150
451,37,0.006428
472,37,0.006739
493,37,0.006858
514,37,0.007196
534,37,0.007587
555,37,0.007711
576,37,0.008152
597,37,0.008889
618,37,0.009092
639,37,0.009497
660,37,0.009724
681,37,0.009847
702,37,0.010181
723,37,0.010444
744,37,0.010872
765,37,0.011033
786,37,0.011370
807,37,0.012291
828,37,0.012559
849,37,0.012789
870,37,0.013061
890,37,0.013806
911,37,0.014380
932,37,0.014595
953,37,0.014831
974,37,0.015398
995,37,0.015817
1016,37,0.016404
1037,37,0.017185
