# #Data,#Feat,Runtime
128,50,0.003466
141,50,0.003954
155,50,0.004577
168,50,0.004912
181,50,0.005165
195,50,0.005930
208,50,0.006645
222,50,0.007037
235,50,0.007858
248,50,0.008393
262,50,0.008490
275,50,0.009043
289,50,0.009250
302,50,0.009846
315,50,0.010438
329,50,0.011252
342,50,0.012018
356,50,0.012895
369,50,0.013339
382,50,0.013398
396,50,0.014470
409,50,0.015866
423,50,0.016280
436,50,0.016266
449,50,0.016735
463,50,0.018473
476,50,0.018932
490,50,0.019294
503,50,0.020680
516,50,0.022426
530,50,0.023155
543,50,0.024632
557,50,0.024994
570,50,0.025898
583,50,0.027327
597,50,0.027515
610,50,0.027776
624,50,0.029052
637,50,0.029834
650,50,0.030259
664,50,0.031331
