# #Data,#Feat,Runtime
128,216,0.002358
290,216,0.005787
483,216,0.010184
676,216,0.012926
868,216,0.021268
1061,216,0.025002
1254,216,0.028958
1447,216,0.038077
1640,216,0.044882
1833,216,0.051387
2026,216,0.059249
2219,216,0.069419
2411,216,0.073744
2604,216,0.083610
2797,216,0.088085
2990,216,0.100161
3183,216,0.109532
3376,216,0.115514
3569,216,0.125070
3762,216,0.138519
3955,216,0.144330
4147,216,0.151396
4340,216,0.161267
4533,216,0.161924
4726,216,0.169980
4919,216,0.185365
5112,216,0.189456
5305,216,0.202060
5498,216,0.207644
5690,216,0.205624
5883,216,0.216138
6076,216,0.226022
6269,216,0.231228
6462,216,0.246076
6655,216,0.257926
6848,216,0.251768
7041,216,0.265595
7233,216,0.272504
7426,216,0.293300
7619,216,0.290791
7812,216,0.319800
8005,216,0.331001
8198,216,0.337573
8391,216,0.348407
8584,216,0.359026
8777,216,0.365271
8969,216,0.374331
9162,216,0.383955
9355,216,0.388985
9548,216,0.407111
