# #Data,#Feat,Runtime
128,64,0.002386
189,64,0.003160
264,64,0.004162
339,64,0.005126
415,64,0.006142
490,64,0.007153
565,64,0.008129
641,64,0.009125
716,64,0.010112
791,64,0.011056
866,64,0.012206
942,64,0.013416
1017,64,0.014617
1092,64,0.015765
1168,64,0.016836
1243,64,0.017813
1318,64,0.018842
1394,64,0.020013
1469,64,0.021044
1544,64,0.022317
1619,64,0.023442
1695,64,0.024743
1770,64,0.025787
1845,64,0.027012
1921,64,0.028312
1996,64,0.029556
2071,64,0.030740
2147,64,0.031815
2222,64,0.032827
2297,64,0.034061
2372,64,0.035284
2448,64,0.036719
2523,64,0.038002
2598,64,0.039525
2674,64,0.040866
2749,64,0.041870
2824,64,0.043499
2900,64,0.044202
2975,64,0.045145
3050,64,0.046692
3125,64,0.048006
3201,64,0.049269
3276,64,0.050636
3351,64,0.051564
3427,64,0.052856
3502,64,0.053959
3577,64,0.054902
3653,64,0.056368
3728,64,0.057418
