# #Data,#Feat,Runtime
139,8,0.001013
415,8,0.001653
692,8,0.002396
968,8,0.003306
1245,8,0.004352
1522,8,0.005260
1798,8,0.006204
2075,8,0.006984
2351,8,0.008219
2628,8,0.008937
2904,8,0.010002
3181,8,0.011253
3457,8,0.012218
3734,8,0.013158
4011,8,0.014051
4287,8,0.014823
4564,8,0.016009
4840,8,0.016907
5117,8,0.017402
5393,8,0.018593
5670,8,0.020079
5947,8,0.021136
6223,8,0.022412
6500,8,0.023185
6776,8,0.024270
7053,8,0.025758
7329,8,0.026776
7606,8,0.027878
7882,8,0.029474
8159,8,0.030537
8436,8,0.031584
8712,8,0.031840
8989,8,0.033840
9265,8,0.035288
9542,8,0.035935
9818,8,0.037195
10095,8,0.037841
10371,8,0.039343
10648,8,0.040300
10925,8,0.041554
11201,8,0.042817
11478,8,0.043797
11754,8,0.045196
12031,8,0.047688
12307,8,0.048864
12584,8,0.050775
12861,8,0.052331
13137,8,0.053749
13414,8,0.055233
13690,8,0.057055
