# #Data,#Feat,Runtime
128,64,0.001429
189,64,0.001784
264,64,0.002366
339,64,0.002915
415,64,0.003605
490,64,0.004147
565,64,0.004750
641,64,0.005608
716,64,0.006394
791,64,0.006910
866,64,0.007517
942,64,0.008364
1017,64,0.008810
1092,64,0.009281
1168,64,0.009853
1243,64,0.011368
1318,64,0.012677
1394,64,0.012952
1469,64,0.013411
1544,64,0.013892
1619,64,0.015008
1695,64,0.015736
1770,64,0.016079
1845,64,0.017042
1921,64,0.018360
1996,64,0.018823
2071,64,0.019249
2147,64,0.020442
2222,64,0.021108
2297,64,0.021721
2372,64,0.022284
2448,64,0.022933
2523,64,0.023660
2598,64,0.024853
2674,64,0.025631
2749,64,0.025679
2824,64,0.026744
2900,64,0.028312
2975,64,0.029078
3050,64,0.029684
3125,64,0.030546
3201,64,0.031494
3276,64,0.031893
3351,64,0.032555
3427,64,0.034146
3502,64,0.034266
3577,64,0.034690
3653,64,0.035945
3728,64,0.036707
