# #Data,#Feat,Runtime
128,22,0.001341
135,22,0.001449
153,22,0.001540
171,22,0.001589
189,22,0.001747
207,22,0.001895
225,22,0.002049
243,22,0.002264
261,22,0.002368
279,22,0.002586
297,22,0.002820
314,22,0.003116
332,22,0.003076
350,22,0.003237
368,22,0.003370
386,22,0.003517
404,22,0.003719
422,22,0.003652
440,22,0.004031
458,22,0.004394
476,22,0.004726
494,22,0.005220
512,22,0.005066
530,22,0.005394
548,22,0.005404
566,22,0.005350
584,22,0.005567
601,22,0.005835
619,22,0.006215
637,22,0.006494
655,22,0.006881
673,22,0.006986
691,22,0.007161
709,22,0.007202
727,22,0.007555
745,22,0.007466
763,22,0.007542
781,22,0.007779
799,22,0.007868
817,22,0.008262
835,22,0.008481
853,22,0.008636
871,22,0.009131
889,22,0.009626
