# #Data,#Feat,Runtime
274,10,0.001045
820,10,0.001706
1366,10,0.002348
1912,10,0.003025
2459,10,0.003772
3005,10,0.004421
3551,10,0.005140
4098,10,0.005855
4644,10,0.006631
5190,10,0.007415
5736,10,0.008151
6283,10,0.008950
6829,10,0.009625
7375,10,0.010442
7922,10,0.011234
8468,10,0.011924
9014,10,0.012704
9560,10,0.013484
10107,10,0.014255
10653,10,0.015103
11199,10,0.015840
11746,10,0.016620
12292,10,0.017419
12838,10,0.018138
13384,10,0.019002
13931,10,0.019785
14477,10,0.020521
15023,10,0.021266
15569,10,0.022054
16116,10,0.022857
16662,10,0.023559
17208,10,0.024458
17755,10,0.025204
18301,10,0.026059
18847,10,0.026950
19393,10,0.027746
19940,10,0.028578
20486,10,0.029331
21032,10,0.030171
21579,10,0.031002
22125,10,0.031887
22671,10,0.032701
23217,10,0.033448
23764,10,0.034217
24310,10,0.035057
24856,10,0.035822
25403,10,0.036582
25949,10,0.037275
26495,10,0.038248
27041,10,0.038924
