# #Data,#Feat,Runtime
128,32,0.002635
165,32,0.003444
275,32,0.006083
385,32,0.009042
494,32,0.012272
604,32,0.015484
714,32,0.019293
824,32,0.023671
933,32,0.027336
1043,32,0.033276
1153,32,0.036404
1263,32,0.040901
1372,32,0.045430
1482,32,0.049143
1592,32,0.053941
1702,32,0.058847
1812,32,0.062730
1921,32,0.066631
2031,32,0.074310
2141,32,0.076934
2251,32,0.080008
2360,32,0.087205
2470,32,0.091021
2580,32,0.097788
2690,32,0.102403
2799,32,0.107790
2909,32,0.112290
3019,32,0.115438
3129,32,0.118326
3238,32,0.124729
3348,32,0.128470
3458,32,0.136030
3568,32,0.138855
3677,32,0.139301
3787,32,0.143750
3897,32,0.150714
4007,32,0.154669
4116,32,0.163964
4226,32,0.171275
4336,32,0.170595
4446,32,0.183023
4556,32,0.186449
4665,32,0.191881
4775,32,0.195881
4885,32,0.195572
4995,32,0.206464
5104,32,0.211547
5214,32,0.215084
5324,32,0.216952
5434,32,0.219731
