# #Data,#Feat,Runtime
128,76,0.002701
148,76,0.003146
175,76,0.003895
201,76,0.004380
228,76,0.005296
255,76,0.005836
282,76,0.006388
309,76,0.006824
335,76,0.008362
362,76,0.009295
389,76,0.010270
416,76,0.011717
443,76,0.013041
469,76,0.014195
496,76,0.015046
523,76,0.015883
550,76,0.016293
577,76,0.017503
603,76,0.018412
630,76,0.020254
657,76,0.021757
684,76,0.023980
711,76,0.025290
738,76,0.026260
764,76,0.027239
791,76,0.028285
818,76,0.030062
845,76,0.031061
871,76,0.032158
898,76,0.034604
925,76,0.034823
952,76,0.036761
979,76,0.037124
1005,76,0.036424
1032,76,0.037440
1059,76,0.037828
1086,76,0.039943
1113,76,0.043609
1139,76,0.040900
1166,76,0.040977
1193,76,0.043984
1220,76,0.046090
1247,76,0.047417
1273,76,0.048515
1300,76,0.048456
1327,76,0.049635
