# #Data,#Feat,Runtime
128,10,0.001125
184,10,0.001534
257,10,0.002002
330,10,0.002474
404,10,0.002903
477,10,0.003329
550,10,0.004029
624,10,0.004779
697,10,0.005401
770,10,0.006089
844,10,0.006309
917,10,0.006986
990,10,0.007448
1064,10,0.008319
1137,10,0.008885
1210,10,0.009815
1284,10,0.010418
1357,10,0.011217
1430,10,0.012145
1504,10,0.012954
1577,10,0.013499
1650,10,0.013922
1724,10,0.014878
1797,10,0.015916
1870,10,0.016225
1943,10,0.016907
2017,10,0.017651
2090,10,0.017708
2163,10,0.019405
2237,10,0.019814
2310,10,0.020343
2383,10,0.020466
2457,10,0.021333
2530,10,0.021969
2603,10,0.023038
2677,10,0.023917
2750,10,0.024380
2823,10,0.025212
2897,10,0.025860
2970,10,0.026619
3043,10,0.029099
3117,10,0.029136
3190,10,0.030365
3263,10,0.030856
3337,10,0.030929
3410,10,0.031571
3483,10,0.033573
3557,10,0.034014
3630,10,0.035343
