# #Data,#Feat,Runtime
128,61,0.001594
141,61,0.001704
155,61,0.001803
168,61,0.001930
181,61,0.001995
195,61,0.002065
208,61,0.002168
222,61,0.002337
235,61,0.002456
248,61,0.002596
262,61,0.002727
275,61,0.002765
289,61,0.002938
302,61,0.003046
315,61,0.003122
329,61,0.003253
342,61,0.003401
356,61,0.003453
369,61,0.003602
382,61,0.003691
396,61,0.003841
409,61,0.003989
423,61,0.004082
436,61,0.004187
449,61,0.004291
463,61,0.004394
476,61,0.004523
490,61,0.004572
503,61,0.004713
516,61,0.004783
530,61,0.004929
543,61,0.005029
557,61,0.005192
570,61,0.005307
583,61,0.005401
597,61,0.005598
610,61,0.005686
624,61,0.005866
637,61,0.005904
650,61,0.006052
664,61,0.006051
