# #Data,#Feat,Runtime
128,10935,0.250287
135,10935,0.292992
156,10935,0.346986
176,10935,0.475129
197,10935,0.544878
218,10935,0.607827
239,10935,0.678229
259,10935,0.798922
280,10935,0.874083
301,10935,1.087391
321,10935,1.280486
342,10935,1.489253
363,10935,1.709313
383,10935,1.822523
404,10935,2.175758
425,10935,2.406814
446,10935,2.547271
466,10935,2.726156
487,10935,2.868959
508,10935,3.022768
528,10935,3.196550
549,10935,3.688746
570,10935,3.938130
590,10935,4.124916
611,10935,4.378067
632,10935,4.689529
653,10935,5.103057
673,10935,5.303158
694,10935,5.446839
715,10935,5.976405
735,10935,6.536281
756,10935,6.903484
777,10935,7.653016
797,10935,7.766083
818,10935,8.102244
839,10935,8.650093
860,10935,9.121543
880,10935,9.529979
901,10935,9.951217
922,10935,10.350513
942,10935,10.424805
963,10935,10.740363
984,10935,11.359214
1004,10935,11.427882
1025,10935,12.251227
