# #Data,#Feat,Runtime
153,8,0.001275
458,8,0.002949
764,8,0.005091
1069,8,0.007227
1374,8,0.010006
1680,8,0.012299
1985,8,0.014635
2290,8,0.017329
2596,8,0.019986
2901,8,0.022722
3206,8,0.025734
3511,8,0.031631
3817,8,0.031751
4122,8,0.034880
4427,8,0.037336
4733,8,0.040350
5038,8,0.043290
5343,8,0.046700
5649,8,0.050025
5954,8,0.052175
6259,8,0.056018
6564,8,0.059270
6870,8,0.062637
7175,8,0.066380
7480,8,0.069062
7786,8,0.072990
8091,8,0.075118
8396,8,0.080046
8702,8,0.083386
9007,8,0.086635
9312,8,0.091319
9617,8,0.093358
9923,8,0.096595
10228,8,0.099680
10533,8,0.103465
10839,8,0.106454
11144,8,0.113436
11449,8,0.113568
11755,8,0.117240
12060,8,0.121234
12365,8,0.123292
12670,8,0.127919
12976,8,0.132424
13281,8,0.136579
13586,8,0.140543
13892,8,0.144465
14197,8,0.147300
14502,8,0.151656
14808,8,0.156642
15113,8,0.161068
