# #Data,#Feat,Runtime
135,16,0.001634
403,16,0.003279
671,16,0.004882
939,16,0.006489
1207,16,0.008064
1475,16,0.009558
1743,16,0.011254
2011,16,0.012807
2279,16,0.014397
2547,16,0.015942
2815,16,0.017585
3083,16,0.019201
3351,16,0.020689
3619,16,0.022438
3887,16,0.023742
4155,16,0.025525
4423,16,0.027009
4691,16,0.028456
4959,16,0.029907
5227,16,0.031533
5495,16,0.033209
5763,16,0.034974
6031,16,0.036492
6299,16,0.038005
6567,16,0.039682
6836,16,0.041337
7104,16,0.042593
7372,16,0.044297
7640,16,0.046155
7908,16,0.047708
8176,16,0.049745
8444,16,0.051202
8712,16,0.052774
8980,16,0.054097
9248,16,0.055678
9516,16,0.056959
9784,16,0.058724
10052,16,0.060099
10320,16,0.061876
10588,16,0.063143
10856,16,0.063899
11124,16,0.065534
11392,16,0.067431
11660,16,0.069195
11928,16,0.070417
12196,16,0.072100
12464,16,0.073767
12732,16,0.075358
13000,16,0.076908
13268,16,0.078469
