Name,Model,#Data,#Feat,Runtime
181_bac,rf,128,8,0.012356281280517578
181_bac,rf,128,8,0.012576818466186523
181_bac,rf,128,8,0.013225793838500977
181_bac,rf,128,8,0.012468814849853516
181_bac,rf,128,8,0.012593984603881836
181_bac,dt,128,8,0.0010731220245361328
181_bac,rf,128,8,0.012708187103271484
181_bac,rf,128,8,0.01257467269897461
181_bac,rf,128,8,0.012876033782958984
181_bac,rf,128,8,0.012833118438720703
181_bac,rf,128,8,0.013068199157714844
181_bac,rf,128,8,0.012802839279174805
181_bac,rf,128,8,0.013414621353149414
181_bac,rf,128,8,0.012549877166748047
181_bac,rf,128,8,0.012665033340454102
181_bac,rf,128,8,0.012796401977539062
181_bac,rf,128,8,0.012847900390625
181_bac,rf,128,8,0.01332998275756836
181_bac,rf,128,8,0.012691259384155273
181_bac,rf,128,8,0.012610912322998047
181_bac,rf,128,8,0.012992382049560547
181_bac,rf,128,8,0.012677431106567383
181_bac,rf,128,8,0.012876510620117188
181_bac,rf,128,8,0.012719392776489258
181_bac,rf,128,8,0.012692451477050781
181_bac,rf,128,8,0.01266622543334961
181_bac,rf,128,8,0.01254582405090332
181_bac,rf,128,8,0.012612342834472656
181_bac,rf,128,8,0.012412309646606445
181_bac,rf,128,8,0.012299060821533203
181_bac,rf,128,8,0.012656211853027344
181_bac,rf,128,8,0.012714624404907227
181_bac,rf,128,8,0.01290750503540039
181_bac,rf,128,8,0.01356816291809082
181_bac,rf,128,8,0.012460708618164062
181_bac,rf,128,8,0.012736082077026367
181_bac,rf,128,8,0.012746572494506836
181_bac,rf,128,8,0.0127716064453125
181_bac,rf,128,8,0.012595176696777344
181_bac,rf,128,8,0.012859582901000977
181_bac,rf,128,8,0.012735605239868164
181_bac,rf,128,8,0.012549400329589844
181_bac,rf,128,8,0.012776613235473633
181_bac,rf,128,8,0.012669563293457031
181_bac,rf,128,8,0.01250314712524414
181_bac,rf,128,8,0.01275324821472168
181_bac,rf,128,8,0.012746334075927734
181_bac,rf,128,8,0.012512445449829102
181_bac,rf,128,8,0.012603282928466797
181_bac,rf,128,8,0.012568473815917969
