Name,Model,#Data,#Feat,Runtime
180_bac,dt,740,93,0.011258125305175781
180_bac,sgd,740,93,0.02137589454650879
180_bac,dt,740,93,0.012638092041015625
180_bac,sgd,740,93,0.02119302749633789
180_bac,dt,740,93,0.011413812637329102
180_bac,sgd,740,93,0.021312952041625977
180_bac,dt,740,93,0.013055086135864258
180_bac,sgd,740,93,0.021361112594604492
180_bac,dt,740,93,0.012367963790893555
180_bac,sgd,740,93,0.02102804183959961
180_bac,dt,740,93,0.012046098709106445
180_bac,sgd,740,93,0.021043062210083008
180_bac,dt,740,93,0.011745929718017578
180_bac,sgd,740,93,0.021314144134521484
180_bac,dt,740,93,0.012091875076293945
180_bac,sgd,740,93,0.021105051040649414
180_bac,dt,740,93,0.012707948684692383
180_bac,sgd,740,93,0.021203041076660156
180_bac,dt,740,93,0.010959863662719727
180_bac,sgd,740,93,0.02095818519592285
180_bac,dt,2219,93,0.03973197937011719
180_bac,sgd,2219,93,0.060302019119262695
180_bac,dt,2219,93,0.041176795959472656
180_bac,sgd,2219,93,0.06030702590942383
180_bac,dt,2219,93,0.03871297836303711
180_bac,sgd,2219,93,0.06040501594543457
180_bac,dt,2219,93,0.041419029235839844
180_bac,sgd,2219,93,0.06062912940979004
180_bac,dt,2219,93,0.043109893798828125
180_bac,sgd,2219,93,0.06123495101928711
180_bac,dt,2219,93,0.037925004959106445
180_bac,sgd,2219,93,0.05992913246154785
180_bac,dt,2219,93,0.03754615783691406
180_bac,sgd,2219,93,0.06172299385070801
180_bac,dt,2219,93,0.03774714469909668
180_bac,sgd,2219,93,0.06007790565490723
180_bac,dt,2219,93,0.038182973861694336
180_bac,sgd,2219,93,0.0602259635925293
180_bac,dt,2219,93,0.036190032958984375
180_bac,sgd,2219,93,0.06029987335205078
180_bac,dt,3699,93,0.0677790641784668
180_bac,sgd,3699,93,0.10086703300476074
180_bac,dt,3699,93,0.07050013542175293
180_bac,sgd,3699,93,0.10125398635864258
180_bac,dt,3699,93,0.06594514846801758
180_bac,sgd,3699,93,0.10125494003295898
180_bac,dt,3699,93,0.07092404365539551
180_bac,sgd,3699,93,0.10164690017700195
180_bac,dt,3699,93,0.06909298896789551
180_bac,sgd,3699,93,0.1007540225982666
180_bac,dt,3699,93,0.06490397453308105
180_bac,sgd,3699,93,0.10228800773620605
180_bac,dt,3699,93,0.06941890716552734
180_bac,sgd,3699,93,0.10067510604858398
180_bac,dt,3699,93,0.06852984428405762
180_bac,sgd,3699,93,0.10061001777648926
180_bac,dt,3699,93,0.06783199310302734
180_bac,sgd,3699,93,0.1002509593963623
180_bac,dt,3699,93,0.06774497032165527
180_bac,sgd,3699,93,0.1013798713684082
180_bac,dt,5178,93,0.09847211837768555
180_bac,sgd,5178,93,0.1389620304107666
180_bac,dt,5178,93,0.10198402404785156
180_bac,sgd,5178,93,0.14411091804504395
180_bac,dt,5178,93,0.10068297386169434
180_bac,sgd,5178,93,0.14023208618164062
180_bac,dt,5178,93,0.09614992141723633
180_bac,sgd,5178,93,0.13996481895446777
180_bac,dt,5178,93,0.10160088539123535
180_bac,sgd,5178,93,0.1406240463256836
180_bac,dt,5178,93,0.09611797332763672
180_bac,sgd,5178,93,0.15134406089782715
180_bac,dt,5178,93,0.09470796585083008
180_bac,sgd,5178,93,0.13924193382263184
180_bac,dt,5178,93,0.0956721305847168
180_bac,sgd,5178,93,0.13812494277954102
180_bac,dt,5178,93,0.09859800338745117
180_bac,sgd,5178,93,0.13796496391296387
180_bac,dt,5178,93,0.09339094161987305
180_bac,sgd,5178,93,0.1398611068725586
180_bac,dt,6657,93,0.128525972366333
180_bac,sgd,6657,93,0.18203020095825195
180_bac,dt,6657,93,0.1252741813659668
180_bac,sgd,6657,93,0.18104910850524902
180_bac,dt,6657,93,0.12420105934143066
180_bac,sgd,6657,93,0.19877886772155762
180_bac,dt,6657,93,0.12909507751464844
180_bac,sgd,6657,93,0.18137097358703613
180_bac,dt,6657,93,0.13477516174316406
180_bac,sgd,6657,93,0.17804598808288574
180_bac,dt,6657,93,0.12633705139160156
180_bac,sgd,6657,93,0.18169713020324707
180_bac,dt,6657,93,0.12106919288635254
180_bac,sgd,6657,93,0.17807817459106445
180_bac,dt,6657,93,0.12356209754943848
180_bac,sgd,6657,93,0.18275094032287598
180_bac,dt,6657,93,0.12816810607910156
180_bac,sgd,6657,93,0.1815941333770752
180_bac,dt,6657,93,0.12414097785949707
180_bac,sgd,6657,93,0.18346190452575684
180_bac,dt,8136,93,0.15349793434143066
180_bac,sgd,8136,93,0.21672606468200684
180_bac,dt,8136,93,0.16003704071044922
180_bac,sgd,8136,93,0.22229409217834473
180_bac,dt,8136,93,0.15549087524414062
180_bac,sgd,8136,93,0.23155689239501953
180_bac,dt,8136,93,0.15842914581298828
180_bac,sgd,8136,93,0.23153400421142578
180_bac,dt,8136,93,0.16274499893188477
180_bac,sgd,8136,93,0.2220759391784668
180_bac,dt,8136,93,0.15536808967590332
180_bac,sgd,8136,93,0.21837186813354492
180_bac,dt,8136,93,0.16039204597473145
180_bac,sgd,8136,93,0.22078990936279297
180_bac,dt,8136,93,0.15654301643371582
