# #Data,#Feat,Runtime
3274,8,0.110266
9821,8,0.428132
16367,8,0.822495
22914,8,1.273123
29461,8,1.781881
36008,8,2.334070
42554,8,2.918121
49101,8,3.559597
55648,8,4.294861
62195,8,5.023068
68741,8,5.814867
75288,8,6.598774
81835,8,7.499641
88382,8,8.397218
94929,8,9.345699
101475,8,10.311579
108022,8,11.507478
114569,8,12.432808
121116,8,13.510408
127662,8,14.737506
134209,8,15.975208
140756,8,17.318100
147303,8,18.521984
153849,8,19.689063
160396,8,21.206368
166943,8,22.382814
173490,8,23.708040
180036,8,25.403574
186583,8,26.866080
193130,8,28.538099
199677,8,29.744441
206223,8,31.140113
212770,8,32.680375
219317,8,34.323696
225864,8,36.140095
232410,8,37.823731
238957,8,39.529195
245504,8,40.964319
252051,8,42.636021
258598,8,44.515003
265144,8,46.265680
271691,8,48.293070
278238,8,49.851103
284785,8,52.302869
291331,8,54.011788
297878,8,55.854464
304425,8,58.047872
310972,8,59.550951
317518,8,61.924526
324065,8,62.735849
