# #Data,#Feat,Runtime
128,8460,0.024078
136,8460,0.025036
157,8460,0.026939
178,8460,0.029067
199,8460,0.030951
220,8460,0.033098
241,8460,0.035013
261,8460,0.037019
282,8460,0.039009
303,8460,0.041030
324,8460,0.042995
345,8460,0.044979
366,8460,0.047117
387,8460,0.049471
408,8460,0.051565
429,8460,0.053699
449,8460,0.055655
470,8460,0.057528
491,8460,0.059986
512,8460,0.062009
533,8460,0.064182
554,8460,0.066790
575,8460,0.068955
596,8460,0.071063
616,8460,0.073056
637,8460,0.074904
658,8460,0.078266
679,8460,0.079472
700,8460,0.081379
721,8460,0.083570
742,8460,0.086295
763,8460,0.088651
783,8460,0.090468
804,8460,0.092873
825,8460,0.094327
846,8460,0.096772
867,8460,0.099846
888,8460,0.100768
909,8460,0.102335
930,8460,0.105216
951,8460,0.107395
971,8460,0.109797
992,8460,0.112015
1013,8460,0.113540
1034,8460,0.115071
