# #Data,#Feat,Runtime
128,12432,0.024276
145,12432,0.026212
186,12432,0.030122
227,12432,0.033954
268,12432,0.038234
309,12432,0.041844
351,12432,0.046598
392,12432,0.050161
433,12432,0.054881
474,12432,0.059019
515,12432,0.064246
556,12432,0.068844
598,12432,0.073590
639,12432,0.077348
680,12432,0.081854
721,12432,0.086492
762,12432,0.091352
804,12432,0.095943
845,12432,0.100266
886,12432,0.105155
927,12432,0.109578
968,12432,0.115466
1009,12432,0.120275
1051,12432,0.126027
1092,12432,0.130610
1133,12432,0.135636
1174,12432,0.141556
1215,12432,0.145868
1256,12432,0.151048
1298,12432,0.154959
1339,12432,0.160502
1380,12432,0.165523
1421,12432,0.170238
1462,12432,0.176829
1504,12432,0.180816
1545,12432,0.185784
1586,12432,0.191380
1627,12432,0.195761
1668,12432,0.198709
1709,12432,0.204294
1751,12432,0.209037
1792,12432,0.213615
1833,12432,0.218944
1874,12432,0.225232
1915,12432,0.227965
1957,12432,0.232710
1998,12432,0.238066
2039,12432,0.244898
