# #Data,#Feat,Runtime
128,26832,0.035209
193,26832,0.047758
321,26832,0.073365
449,26832,0.099757
577,26832,0.127585
705,26832,0.155426
833,26832,0.184831
961,26832,0.213471
1089,26832,0.246073
1217,26832,0.276805
1345,26832,0.308267
1473,26832,0.341273
1601,26832,0.377755
1729,26832,0.410758
1857,26832,0.444796
1985,26832,0.481292
2113,26832,0.518105
2241,26832,0.556253
2369,26832,0.593463
2497,26832,0.629610
2625,26832,0.669874
2753,26832,0.708605
2881,26832,0.749426
3009,26832,0.791952
3137,26832,0.829617
3265,26832,0.872969
3393,26832,0.913625
3521,26832,0.949869
3649,26832,1.000839
3777,26832,1.041957
3905,26832,1.083254
4033,26832,1.129980
4161,26832,1.173806
4289,26832,1.225994
4417,26832,1.264101
4545,26832,1.316955
4673,26832,1.361206
4801,26832,1.407429
4929,26832,1.450478
5057,26832,1.494430
5185,26832,1.547269
5313,26832,1.596922
5441,26832,1.631019
5569,26832,1.682718
5697,26832,1.744295
5825,26832,1.786995
5953,26832,1.829185
6081,26832,1.876157
6209,26832,1.937014
6337,26832,1.971444
