# #Data,#Feat,Runtime
128,11465,0.024244
225,11465,0.034415
374,11465,0.050276
524,11465,0.068496
674,11465,0.086238
823,11465,0.103638
973,11465,0.121958
1122,11465,0.140269
1272,11465,0.161028
1421,11465,0.180739
1571,11465,0.201584
1720,11465,0.222587
1870,11465,0.244073
2020,11465,0.264928
2169,11465,0.287365
2319,11465,0.309073
2468,11465,0.330896
2618,11465,0.354905
2767,11465,0.380237
2917,11465,0.398469
3066,11465,0.427573
3216,11465,0.448891
3366,11465,0.474222
3515,11465,0.498617
3665,11465,0.521069
3814,11465,0.546432
3964,11465,0.576927
4113,11465,0.602872
4263,11465,0.626972
4413,11465,0.655763
4562,11465,0.683356
4712,11465,0.711051
4861,11465,0.738821
5011,11465,0.762408
5160,11465,0.789398
5310,11465,0.815969
5459,11465,0.842928
5609,11465,0.867516
5759,11465,0.895115
5908,11465,0.928760
6058,11465,0.950339
6207,11465,0.980137
6357,11465,1.008338
6506,11465,1.033559
6656,11465,1.062154
6805,11465,1.091079
6955,11465,1.117377
7105,11465,1.142074
7254,11465,1.165849
7404,11465,1.190049
