# #Data,#Feat,Runtime
128,3758,0.021329
145,3758,0.022424
167,3758,0.024111
189,3758,0.025624
211,3758,0.027504
233,3758,0.028922
256,3758,0.030702
278,3758,0.032215
300,3758,0.034098
322,3758,0.035680
344,3758,0.037472
366,3758,0.039131
389,3758,0.041122
411,3758,0.042723
433,3758,0.044496
455,3758,0.046462
477,3758,0.048239
500,3758,0.051354
522,3758,0.052079
544,3758,0.054223
566,3758,0.056949
588,3758,0.059133
610,3758,0.061700
633,3758,0.063225
655,3758,0.065441
677,3758,0.067585
699,3758,0.069605
721,3758,0.072419
744,3758,0.073894
766,3758,0.076133
788,3758,0.077442
810,3758,0.079121
832,3758,0.081329
854,3758,0.083226
877,3758,0.084723
899,3758,0.086861
921,3758,0.087834
943,3758,0.089475
965,3758,0.092409
988,3758,0.094482
1010,3758,0.094896
1032,3758,0.098108
1054,3758,0.099901
1076,3758,0.100998
1098,3758,0.102594
