# #Data,#Feat,Runtime
128,3238,0.019550
134,3238,0.019807
148,3238,0.020667
162,3238,0.021470
176,3238,0.022340
190,3238,0.023311
204,3238,0.024137
218,3238,0.024922
232,3238,0.025707
246,3238,0.026677
260,3238,0.027667
274,3238,0.028553
288,3238,0.029290
302,3238,0.030307
316,3238,0.031140
330,3238,0.032201
344,3238,0.033262
359,3238,0.033892
373,3238,0.034820
387,3238,0.035553
401,3238,0.036601
415,3238,0.037350
429,3238,0.038092
443,3238,0.038997
457,3238,0.040055
471,3238,0.040758
485,3238,0.041736
499,3238,0.042467
513,3238,0.043343
527,3238,0.044182
541,3238,0.045124
555,3238,0.045626
569,3238,0.046158
583,3238,0.046946
597,3238,0.047670
611,3238,0.048125
625,3238,0.048752
639,3238,0.049781
653,3238,0.050711
667,3238,0.050713
681,3238,0.051622
695,3238,0.052274
