# #Data,#Feat,Runtime
811,1001,0.040390
2431,1001,0.140669
4051,1001,0.285646
5671,1001,0.474447
7291,1001,0.697322
8911,1001,0.964931
10531,1001,1.253304
12152,1001,1.580246
13772,1001,1.931297
15392,1001,2.317714
17012,1001,2.719051
18632,1001,3.175898
20252,1001,3.654609
21872,1001,4.158643
23493,1001,4.681581
25113,1001,5.239061
26733,1001,5.842953
28353,1001,6.460939
29973,1001,7.133566
31593,1001,7.787686
33213,1001,8.557235
34834,1001,9.337349
36454,1001,10.091133
38074,1001,10.869997
39694,1001,11.680028
41314,1001,12.528609
42934,1001,13.420926
44554,1001,14.315335
46174,1001,15.232938
47795,1001,16.189008
49415,1001,17.168831
51035,1001,18.277138
52655,1001,19.234334
54275,1001,20.385873
55895,1001,21.448977
57515,1001,22.546802
59136,1001,23.695821
60756,1001,24.833055
62376,1001,25.979609
63996,1001,27.156084
65616,1001,28.389342
67236,1001,29.572739
68856,1001,30.897446
70477,1001,32.214428
72097,1001,33.422895
73717,1001,34.667907
75337,1001,36.064291
76957,1001,37.348444
78577,1001,38.668503
80197,1001,39.957016
