# #Data,#Feat,Runtime
128,2886,0.019934
131,2886,0.020573
152,2886,0.022062
172,2886,0.023659
192,2886,0.025125
212,2886,0.027122
232,2886,0.028531
252,2886,0.030306
272,2886,0.032231
293,2886,0.033182
313,2886,0.034676
333,2886,0.036119
353,2886,0.037797
373,2886,0.039467
393,2886,0.042042
413,2886,0.043197
434,2886,0.045529
454,2886,0.047775
474,2886,0.049019
494,2886,0.051513
514,2886,0.053342
534,2886,0.055238
554,2886,0.056779
574,2886,0.058528
595,2886,0.060549
615,2886,0.062444
635,2886,0.063760
655,2886,0.066251
675,2886,0.067361
695,2886,0.068761
715,2886,0.070573
736,2886,0.071576
756,2886,0.073966
776,2886,0.074650
796,2886,0.077073
816,2886,0.078931
836,2886,0.079424
856,2886,0.082016
877,2886,0.083605
897,2886,0.085937
917,2886,0.086743
937,2886,0.088378
957,2886,0.090023
977,2886,0.091748
997,2886,0.093254
