# #Data,#Feat,Runtime
128,13195,0.024629
151,13195,0.027108
194,13195,0.031853
237,13195,0.036118
279,13195,0.040830
322,13195,0.045226
365,13195,0.049905
408,13195,0.055019
451,13195,0.058792
494,13195,0.063430
537,13195,0.068783
580,13195,0.074111
623,13195,0.078702
666,13195,0.082921
709,13195,0.088872
752,13195,0.093317
795,13195,0.098736
837,13195,0.103855
880,13195,0.108789
923,13195,0.114219
966,13195,0.119446
1009,13195,0.124282
1052,13195,0.130620
1095,13195,0.135668
1138,13195,0.140723
1181,13195,0.146732
1224,13195,0.152744
1267,13195,0.156914
1310,13195,0.163204
1352,13195,0.167338
1395,13195,0.174526
1438,13195,0.179731
1481,13195,0.185147
1524,13195,0.191426
1567,13195,0.195922
1610,13195,0.203034
1653,13195,0.207309
1696,13195,0.215116
1739,13195,0.219354
1782,13195,0.227048
1825,13195,0.231529
1868,13195,0.235605
1910,13195,0.242032
1953,13195,0.247234
1996,13195,0.254369
2039,13195,0.255961
2082,13195,0.263200
2125,13195,0.268701
