# #Data,#Feat,Runtime
128,2000,0.020026
149,2000,0.021637
182,2000,0.024044
215,2000,0.026362
248,2000,0.028893
281,2000,0.031531
314,2000,0.034222
347,2000,0.036939
380,2000,0.039980
413,2000,0.042685
446,2000,0.045763
479,2000,0.049056
512,2000,0.051954
545,2000,0.055397
578,2000,0.058496
611,2000,0.061777
644,2000,0.065266
677,2000,0.068877
710,2000,0.072424
743,2000,0.076037
776,2000,0.079496
809,2000,0.083635
843,2000,0.086987
876,2000,0.091711
909,2000,0.095014
942,2000,0.099354
975,2000,0.103441
1008,2000,0.107768
1041,2000,0.112138
1074,2000,0.116530
1107,2000,0.120167
1140,2000,0.125199
1173,2000,0.129491
1206,2000,0.133968
1239,2000,0.138490
1272,2000,0.142963
1305,2000,0.148224
1338,2000,0.153031
1371,2000,0.157660
1404,2000,0.162384
1437,2000,0.166951
1470,2000,0.171649
1503,2000,0.177085
1536,2000,0.181887
1569,2000,0.186383
1602,2000,0.192272
1635,2000,0.197967
