# #Data,#Feat,Runtime
6868,10,0.509076
20603,10,2.441698
34338,10,5.375102
48073,10,9.233757
61809,10,14.140712
75544,10,20.035084
89279,10,27.011841
103014,10,35.040961
116749,10,44.261027
130484,10,54.394768
144219,10,64.992766
157954,10,77.054192
171689,10,89.948751
185425,10,103.935173
199160,10,119.006550
212895,10,134.098650
226630,10,150.410245
240365,10,167.482359
254100,10,185.529988
267835,10,204.538272
281570,10,226.698905
295306,10,247.866245
309041,10,269.826929
322776,10,292.537609
336511,10,316.485739
350246,10,342.936560
363981,10,366.579952
377716,10,394.683518
391451,10,423.584627
405187,10,449.712842
418922,10,480.525528
432657,10,510.307360
446392,10,541.274610
460127,10,574.052730
473862,10,606.088386
487597,10,639.592654
501332,10,674.804619
515067,10,707.517367
528803,10,745.805469
542538,10,787.056551
556273,10,817.599051
570008,10,857.661128
583743,10,894.621342
597478,10,931.826050
611213,10,976.149926
624948,10,1017.681370
638684,10,1063.414751
652419,10,1107.893198
666154,10,1150.948056
679889,10,1196.315751
